time,temperature,arus,battery
2018-10-08 02:15,62.56,40.91,69
2018-10-08 02:20,61.57,40.09,54
2018-10-08 02:25,61.59,44.25,61
2018-10-08 02:30,60.68,41.29,65
2018-10-08 02:35,60.87,41.60,58
2018-10-08 02:40,64.38,44.09,61
2018-10-08 02:45,60.69,43.73,61
2018-10-08 02:50,60.59,44.27,68
2018-10-08 02:55,61.00,44.57,70
2018-10-08 03:00,61.84,44.23,79
2018-10-08 03:05,64.79,42.30,72
2018-10-08 03:10,63.27,44.58,65
2018-10-08 03:15,62.96,41.84,57
2018-10-08 03:20,64.63,43.94,64
2018-10-08 03:25,60.09,40.28,55
2018-10-08 03:30,60.14,42.27,54
2018-10-08 03:35,64.12,44.15,51
2018-10-08 03:40,61.99,41.02,80
2018-10-08 03:45,60.68,43.81,68
2018-10-08 03:50,60.68,43.92,79
2018-10-08 03:55,64.26,42.14,53
2018-10-08 04:00,62.94,41.07,74
2018-10-08 04:05,63.95,42.48,80
2018-10-08 04:10,61.36,42.58,52
2018-10-08 04:15,62.39,40.70,55
2018-10-08 04:20,63.12,42.74,51
2018-10-08 04:25,63.01,42.34,80
2018-10-08 04:30,61.77,44.42,54
2018-10-08 04:35,60.94,43.88,56
2018-10-08 04:40,61.45,43.41,77
2018-10-08 04:45,61.76,42.14,68
2018-10-08 04:50,62.48,41.32,53
2018-10-08 04:55,61.60,43.82,80
2018-10-08 05:00,62.15,43.02,80
2018-10-08 05:05,61.84,44.08,72
2018-10-08 05:10,63.37,43.58,79
2018-10-08 05:15,64.49,40.33,51
2018-10-08 05:20,61.51,44.39,80
2018-10-08 05:25,61.80,40.71,60
2018-10-08 05:30,62.88,43.52,53
2018-10-08 05:35,60.02,40.78,73
2018-10-08 05:40,60.05,44.77,73
2018-10-08 05:45,62.75,40.47,80
2018-10-08 05:50,60.36,42.19,50
2018-10-08 05:55,60.20,40.26,74
2018-10-08 06:00,61.02,42.62,59
2018-10-08 06:05,63.76,40.59,66
2018-10-08 06:10,62.84,43.40,58
2018-10-08 06:15,60.89,40.82,69
2018-10-08 06:20,61.87,44.07,53
2018-10-08 06:25,63.64,44.76,74
2018-10-08 06:30,60.74,41.33,58
2018-10-08 06:35,63.91,42.85,63
2018-10-08 06:40,61.79,40.28,68
2018-10-08 06:45,64.97,40.06,64
2018-10-08 06:50,62.24,42.00,62
2018-10-08 06:55,64.59,41.29,58
2018-10-08 07:00,63.41,40.71,56
2018-10-08 07:05,60.47,42.07,80
2018-10-08 07:10,61.37,42.05,52
2018-10-08 07:15,64.81,44.73,50
2018-10-08 07:20,61.13,44.80,55
2018-10-08 07:25,64.45,44.43,80
2018-10-08 07:30,61.99,44.47,68
2018-10-08 07:35,60.48,43.27,53
2018-10-08 07:40,63.75,41.88,71
2018-10-08 07:45,60.73,44.08,74
2018-10-08 07:50,62.36,42.15,56
2018-10-08 07:55,63.61,44.96,64
2018-10-08 08:00,62.71,40.89,51
2018-10-08 08:05,61.09,42.29,70
2018-10-08 08:10,64.90,41.56,79
2018-10-08 08:15,62.36,43.58,76
2018-10-08 08:20,65.00,41.57,76
2018-10-08 08:25,64.84,43.79,55
2018-10-08 08:30,61.81,43.70,59
2018-10-08 08:35,62.77,43.50,78
2018-10-08 08:40,63.24,40.09,64
2018-10-08 08:45,62.51,42.27,57
2018-10-08 08:50,62.37,43.90,67
2018-10-08 08:55,63.94,41.60,57
2018-10-08 09:00,61.73,40.84,71
2018-10-08 09:05,62.48,40.54,62
2018-10-08 09:10,61.57,43.74,72
2018-10-08 09:15,61.50,44.71,68
2018-10-08 09:20,62.39,40.02,79
2018-10-08 09:25,64.06,43.01,74
2018-10-08 09:30,62.07,43.71,59
2018-10-08 09:35,63.74,43.22,67
2018-10-08 09:40,60.83,40.12,60
2018-10-08 09:45,64.77,43.83,79
2018-10-08 09:50,64.45,42.78,63
2018-10-08 09:55,62.79,41.44,77
2018-10-08 10:00,63.37,42.09,67
2018-10-08 10:05,61.49,43.33,71
2018-10-08 10:10,60.06,44.10,62
2018-10-08 10:15,64.55,43.59,79
2018-10-08 10:20,64.30,40.30,50
2018-10-08 10:25,63.56,41.02,62
2018-10-08 10:30,61.69,41.01,51
2018-10-08 10:35,60.05,43.02,69
2018-10-08 10:40,61.11,40.07,64
2018-10-08 10:45,60.27,42.42,65
2018-10-08 10:50,64.46,40.90,55
2018-10-08 10:55,62.56,40.74,59
2018-10-08 11:00,64.64,41.57,78
2018-10-08 11:05,60.36,40.22,60
2018-10-08 11:10,61.91,44.76,70
2018-10-08 11:15,64.18,42.15,64
2018-10-08 11:20,63.59,41.48,58
2018-10-08 11:25,61.69,42.20,74
2018-10-08 11:30,64.93,41.30,62
2018-10-08 11:35,63.27,42.44,67
2018-10-08 11:40,62.02,41.44,52
2018-10-08 11:45,62.88,43.14,63
2018-10-08 11:50,63.45,41.25,57
2018-10-08 11:55,63.17,41.56,65
2018-10-08 12:00,63.09,40.17,69
2018-10-08 12:05,62.87,42.71,78
2018-10-08 12:10,62.53,43.21,57
2018-10-08 12:15,64.61,41.00,80
2018-10-08 12:20,64.36,40.76,73
2018-10-08 12:25,63.12,42.00,66
2018-10-08 12:30,60.66,44.30,78
2018-10-08 12:35,64.06,44.16,57
2018-10-08 12:40,60.49,44.73,67
2018-10-08 12:45,62.23,43.34,76
2018-10-08 12:50,62.61,41.59,79
2018-10-08 12:55,64.11,41.97,73
2018-10-08 13:00,64.35,43.79,52
2018-10-08 13:05,61.87,41.79,60
2018-10-08 13:10,62.04,40.10,59
2018-10-08 13:15,61.20,40.52,76
2018-10-08 13:20,61.77,40.08,69
2018-10-08 13:25,63.18,41.08,52
2018-10-08 13:30,64.58,42.76,80
2018-10-08 13:35,64.83,40.50,69
2018-10-08 13:40,63.20,41.59,65
2018-10-08 13:45,63.34,41.31,72
2018-10-08 13:50,61.70,44.66,59
2018-10-08 13:55,61.01,43.99,54
2018-10-08 14:00,63.07,44.32,67
2018-10-08 14:05,64.82,43.27,57
2018-10-08 14:10,60.63,43.68,54
2018-10-08 14:15,61.72,44.22,65
2018-10-08 14:20,60.21,40.25,62
2018-10-08 14:25,61.29,40.23,77
2018-10-08 14:30,63.09,43.27,70
2018-10-08 14:35,62.98,41.80,54
2018-10-08 14:40,61.10,44.83,52
2018-10-08 14:45,60.19,43.02,65
2018-10-08 14:50,62.55,44.85,62
2018-10-08 14:55,61.77,43.84,77
2018-10-08 15:00,61.03,40.67,51
2018-10-08 15:05,63.32,40.01,57
2018-10-08 15:10,60.89,41.36,72
2018-10-08 15:15,63.38,41.47,70
2018-10-08 15:20,64.21,43.62,55
2018-10-08 15:25,62.52,43.79,53
2018-10-08 15:30,62.19,43.62,76
2018-10-08 15:35,62.84,42.23,60
2018-10-08 15:40,60.24,42.93,69
2018-10-08 15:45,63.05,44.50,64
2018-10-08 15:50,61.30,44.44,73
2018-10-08 15:55,62.96,40.71,61
2018-10-08 16:00,64.61,41.76,57
2018-10-08 16:05,62.99,42.95,50
2018-10-08 16:10,64.57,43.38,53
2018-10-08 16:15,62.36,41.71,62
2018-10-08 16:20,60.28,42.49,58
2018-10-08 16:25,62.96,44.62,64
2018-10-08 16:30,62.13,44.30,50
2018-10-08 16:35,63.70,42.54,59
2018-10-08 16:40,64.77,43.22,77
2018-10-08 16:45,61.98,42.12,79
2018-10-08 16:50,63.87,44.53,60
2018-10-08 16:55,64.97,40.48,54
2018-10-08 17:00,61.10,41.88,79
2018-10-08 17:05,64.79,42.82,59
2018-10-08 17:10,60.88,43.96,50
2018-10-08 17:15,62.85,44.24,74
2018-10-08 17:20,61.50,43.35,62
2018-10-08 17:25,61.42,41.26,70
2018-10-08 17:30,60.85,42.22,61
2018-10-08 17:35,61.38,44.13,80
2018-10-08 17:40,60.67,44.46,58
2018-10-08 17:45,60.47,40.06,75
2018-10-08 17:50,63.99,40.45,72
2018-10-08 17:55,62.79,40.12,72
2018-10-08 18:00,64.56,40.89,72
2018-10-08 18:05,62.44,43.00,60
2018-10-08 18:10,62.24,42.98,63
2018-10-08 18:15,62.43,41.38,80
2018-10-08 18:20,63.27,43.65,77
2018-10-08 18:25,62.99,42.45,62
2018-10-08 18:30,61.68,44.65,79
2018-10-08 18:35,63.82,43.80,63
2018-10-08 18:40,63.16,42.88,59
2018-10-08 18:45,63.51,41.63,58
2018-10-08 18:50,61.45,40.71,58
2018-10-08 18:55,62.41,43.46,51
2018-10-08 19:00,61.63,40.00,74
2018-10-08 19:05,60.99,42.61,60
2018-10-08 19:10,60.90,43.60,72
2018-10-08 19:15,64.37,44.77,61
2018-10-08 19:20,61.70,41.56,72
2018-10-08 19:25,62.26,42.28,51
2018-10-08 19:30,62.33,42.00,64
2018-10-08 19:35,60.51,44.36,77
2018-10-08 19:40,62.45,40.29,70
2018-10-08 19:45,62.11,44.39,76
2018-10-08 19:50,62.52,42.97,77
2018-10-08 19:55,60.21,40.09,56
2018-10-08 20:00,61.70,42.57,76
2018-10-08 20:05,60.06,44.66,65
2018-10-08 20:10,62.87,43.97,58
2018-10-08 20:15,61.28,44.72,74
2018-10-08 20:20,64.07,41.55,72
2018-10-08 20:25,64.61,41.28,63
2018-10-08 20:30,62.62,44.72,77
2018-10-08 20:35,61.44,41.93,61
2018-10-08 20:40,64.65,42.74,77
2018-10-08 20:45,63.46,40.84,56
2018-10-08 20:50,60.39,42.98,62
2018-10-08 20:55,62.39,41.33,65
2018-10-08 21:00,62.86,44.11,64
2018-10-08 21:05,64.14,43.18,56
2018-10-08 21:10,61.08,44.17,70
2018-10-08 21:15,63.79,43.57,79
2018-10-08 21:20,61.79,44.62,80
2018-10-08 21:25,60.24,42.30,67
2018-10-08 21:30,61.70,40.98,55
2018-10-08 21:35,61.38,42.93,63
2018-10-08 21:40,61.33,44.68,64
2018-10-08 21:45,61.25,43.84,51
2018-10-08 21:50,61.25,40.73,63
2018-10-08 21:55,64.70,41.11,75
2018-10-08 22:00,62.39,42.53,68
2018-10-08 22:05,60.17,41.78,53
2018-10-08 22:10,64.25,43.67,79
2018-10-08 22:15,61.11,44.79,53
2018-10-08 22:20,64.95,40.57,69
2018-10-08 22:25,63.07,43.86,53
2018-10-08 22:30,61.94,43.84,78
2018-10-08 22:35,61.60,42.01,65
2018-10-08 22:40,60.10,44.99,50
2018-10-08 22:45,62.39,43.89,76
2018-10-08 22:50,61.97,44.26,80
2018-10-08 22:55,61.73,40.56,61
2018-10-08 23:00,62.43,41.18,56
2018-10-08 23:05,60.62,40.42,62
2018-10-08 23:10,64.41,44.05,69
2018-10-08 23:15,61.86,43.26,74
2018-10-08 23:20,64.10,42.42,72
2018-10-08 23:25,61.90,42.97,71
2018-10-08 23:30,60.96,40.63,54
2018-10-08 23:35,64.76,41.77,72
2018-10-08 23:40,60.70,42.11,71
2018-10-08 23:45,60.64,40.58,64
2018-10-08 23:50,62.99,44.91,51
2018-10-08 23:55,62.38,43.36,52
2018-10-09 00:00,63.48,43.77,60
2018-10-09 00:05,61.40,43.26,70
2018-10-09 00:10,61.61,42.01,73
2018-10-09 00:15,64.51,43.64,68
2018-10-09 00:20,60.80,43.97,60
2018-10-09 00:25,62.09,40.94,69
2018-10-09 00:30,61.01,42.22,62
2018-10-09 00:35,63.27,40.40,69
2018-10-09 00:40,64.76,41.44,70
2018-10-09 00:45,61.24,43.61,61
2018-10-09 00:50,61.98,43.04,57
2018-10-09 00:55,61.34,43.47,70
2018-10-09 01:00,64.18,44.37,57
2018-10-09 01:05,62.32,40.91,70
2018-10-09 01:10,62.62,42.24,57
2018-10-09 01:15,60.88,44.12,60
2018-10-09 01:20,61.55,43.14,51
2018-10-09 01:25,62.19,44.82,75
2018-10-09 01:30,63.26,40.30,71
2018-10-09 01:35,61.55,44.81,57
2018-10-09 01:40,61.33,43.46,69
2018-10-09 01:45,63.97,42.95,53
2018-10-09 01:50,61.02,40.41,62
2018-10-09 01:55,64.48,41.58,63
2018-10-09 02:00,64.58,40.20,71
2018-10-09 02:05,60.16,44.62,75
2018-10-09 02:10,62.71,41.34,73
2018-10-09 02:15,60.33,40.86,53
2018-10-09 02:20,60.34,42.76,64
2018-10-09 02:25,62.26,43.89,66
2018-10-09 02:30,64.60,44.88,57
2018-10-09 02:35,61.50,41.07,76
2018-10-09 02:40,63.45,41.75,51
2018-10-09 02:45,61.18,43.99,65
2018-10-09 02:50,63.28,44.80,61
2018-10-09 02:55,61.41,41.57,73
2018-10-09 03:00,62.76,44.37,65
2018-10-09 03:05,60.42,42.44,64
2018-10-09 03:10,60.93,43.12,79
2018-10-09 03:15,61.41,44.40,74
2018-10-09 03:20,61.85,42.79,63
2018-10-09 03:25,64.94,43.39,57
2018-10-09 03:30,61.65,43.61,54
2018-10-09 03:35,63.90,43.93,64
2018-10-09 03:40,61.98,43.21,67
2018-10-09 03:45,61.18,40.90,80
2018-10-09 03:50,60.49,44.30,73
2018-10-09 03:55,61.82,42.08,77
2018-10-09 04:00,63.65,44.03,64
2018-10-09 04:05,63.86,40.35,58
2018-10-09 04:10,64.45,40.64,52
2018-10-09 04:15,61.12,43.44,51
2018-10-09 04:20,61.96,43.82,75
2018-10-09 04:25,61.51,44.81,60
2018-10-09 04:30,60.48,41.01,76
2018-10-09 04:35,63.63,42.81,75
2018-10-09 04:40,64.53,41.66,52
2018-10-09 04:45,61.48,44.38,51
2018-10-09 04:50,61.59,42.15,74
2018-10-09 04:55,64.51,43.37,59
2018-10-09 05:00,63.39,42.98,78
2018-10-09 05:05,64.58,40.72,56
2018-10-09 05:10,63.22,44.43,57
2018-10-09 05:15,63.12,40.73,76
2018-10-09 05:20,64.11,43.39,66
2018-10-09 05:25,62.74,41.79,62
2018-10-09 05:30,61.51,41.78,53
2018-10-09 05:35,63.21,40.25,67
2018-10-09 05:40,64.62,43.13,80
2018-10-09 05:45,61.36,43.28,75
2018-10-09 05:50,63.88,41.51,59
2018-10-09 05:55,60.80,44.33,61
2018-10-09 06:00,60.80,42.80,59
2018-10-09 06:05,62.70,44.41,69
2018-10-09 06:10,63.40,44.10,71
2018-10-09 06:15,62.98,43.68,63
2018-10-09 06:20,62.54,43.25,51
2018-10-09 06:25,64.47,40.41,64
2018-10-09 06:30,63.93,41.43,79
2018-10-09 06:35,64.31,44.56,54
2018-10-09 06:40,61.76,44.11,52
2018-10-09 06:45,63.57,44.59,73
2018-10-09 06:50,63.85,42.19,72
2018-10-09 06:55,60.85,41.83,62
2018-10-09 07:00,60.11,41.49,74
2018-10-09 07:05,60.99,40.98,51
2018-10-09 07:10,60.69,42.88,64
2018-10-09 07:15,62.89,41.74,59
2018-10-09 07:20,62.36,43.19,57
2018-10-09 07:25,64.47,41.89,76
2018-10-09 07:30,64.91,42.20,68
2018-10-09 07:35,60.47,44.50,59
2018-10-09 07:40,64.45,41.92,73
2018-10-09 07:45,60.25,42.16,61
2018-10-09 07:50,63.87,41.57,79
2018-10-09 07:55,61.74,41.23,80
2018-10-09 08:00,61.30,44.26,60
2018-10-09 08:05,60.24,44.13,68
2018-10-09 08:10,63.92,43.23,63
2018-10-09 08:15,64.04,44.68,53
2018-10-09 08:20,63.92,40.17,73
2018-10-09 08:25,61.15,41.87,70
2018-10-09 08:30,64.05,41.65,57
2018-10-09 08:35,62.18,40.15,75
2018-10-09 08:40,63.58,43.38,50
2018-10-09 08:45,61.57,43.66,66
2018-10-09 08:50,61.84,43.88,63
2018-10-09 08:55,62.19,44.14,78
2018-10-09 09:00,60.21,44.58,76
2018-10-09 09:05,63.87,40.29,59
2018-10-09 09:10,61.68,42.04,67
2018-10-09 09:15,60.04,44.54,55
2018-10-09 09:20,64.54,41.00,63
2018-10-09 09:25,63.15,43.18,71
2018-10-09 09:30,60.71,42.74,56
2018-10-09 09:35,63.57,43.25,77
2018-10-09 09:40,64.81,40.75,77
2018-10-09 09:45,60.39,44.09,73
2018-10-09 09:50,61.48,41.10,51
2018-10-09 09:55,63.09,44.68,76
2018-10-09 10:00,61.56,43.88,65
2018-10-09 10:05,60.95,42.50,62
2018-10-09 10:10,62.18,43.41,64
2018-10-09 10:15,61.56,42.76,69
2018-10-09 10:20,63.50,42.33,80
2018-10-09 10:25,64.78,44.54,57
2018-10-09 10:30,61.74,40.21,53
2018-10-09 10:35,61.63,40.16,80
2018-10-09 10:40,64.53,43.75,65
2018-10-09 10:45,63.20,42.02,72
2018-10-09 10:50,63.10,43.16,50
2018-10-09 10:55,61.54,42.78,63
2018-10-09 11:00,64.60,44.09,67
2018-10-09 11:05,63.95,42.46,64
2018-10-09 11:10,61.72,42.79,77
2018-10-09 11:15,61.38,41.90,55
2018-10-09 11:20,61.64,43.97,57
2018-10-09 11:25,60.40,41.67,76
2018-10-09 11:30,61.94,40.31,51
2018-10-09 11:35,64.55,41.04,57
2018-10-09 11:40,64.51,44.83,56
2018-10-09 11:45,62.80,42.77,79
2018-10-09 11:50,63.03,41.44,51
2018-10-09 11:55,62.35,41.16,60
2018-10-09 12:00,60.75,40.42,77
2018-10-09 12:05,64.88,44.14,57
2018-10-09 12:10,61.77,42.64,66
2018-10-09 12:15,61.54,44.15,80
2018-10-09 12:20,63.05,43.54,58
2018-10-09 12:25,61.94,44.23,64
2018-10-09 12:30,62.42,42.03,61
2018-10-09 12:35,62.57,42.83,61
2018-10-09 12:40,63.86,44.57,73
2018-10-09 12:45,60.97,44.75,56
2018-10-09 12:50,64.86,40.13,71
2018-10-09 12:55,60.50,42.05,73
2018-10-09 13:00,61.73,42.04,53
2018-10-09 13:05,62.13,43.44,80
2018-10-09 13:10,60.37,43.42,52
2018-10-09 13:15,62.17,43.47,74
2018-10-09 13:20,64.97,43.34,57
2018-10-09 13:25,61.08,42.54,56
2018-10-09 13:30,60.31,44.87,64
2018-10-09 13:35,64.43,40.76,76
2018-10-09 13:40,64.03,44.59,57
2018-10-09 13:45,63.60,41.70,61
2018-10-09 13:50,62.90,43.64,70
2018-10-09 13:55,64.99,42.79,69
2018-10-09 14:00,60.75,40.22,61
2018-10-09 14:05,61.68,40.94,51
2018-10-09 14:10,62.20,42.03,61
2018-10-09 14:15,62.32,40.82,79
2018-10-09 14:20,64.36,42.76,51
2018-10-09 14:25,62.26,43.84,69
2018-10-09 14:30,64.23,40.38,69
2018-10-09 14:35,60.21,40.86,63
2018-10-09 14:40,64.85,41.24,56
2018-10-09 14:45,64.43,42.32,74
2018-10-09 14:50,60.52,44.50,65
2018-10-09 14:55,60.20,44.76,69
2018-10-09 15:00,63.50,44.67,54
2018-10-09 15:05,61.96,40.80,59
2018-10-09 15:10,60.22,42.95,63
2018-10-09 15:15,62.75,44.82,57
2018-10-09 15:20,62.87,43.67,51
2018-10-09 15:25,64.23,40.61,54
2018-10-09 15:30,61.76,40.09,69
2018-10-09 15:35,63.17,41.08,53
2018-10-09 15:40,64.31,43.87,52
2018-10-09 15:45,61.26,42.04,75
2018-10-09 15:50,60.42,40.95,62
2018-10-09 15:55,63.46,44.63,67
2018-10-09 16:00,63.62,43.23,54
2018-10-09 16:05,61.74,44.05,56
2018-10-09 16:10,62.62,44.21,62
2018-10-09 16:15,63.25,41.53,78
2018-10-09 16:20,61.57,41.20,78
2018-10-09 16:25,62.63,44.60,50
2018-10-09 16:30,61.24,42.00,57
2018-10-09 16:35,63.34,42.78,66
2018-10-09 16:40,60.08,41.52,80
2018-10-09 16:45,60.29,40.05,75
2018-10-09 16:50,62.29,44.41,51
2018-10-09 16:55,64.60,44.45,52
2018-10-09 17:00,62.85,44.55,55
2018-10-09 17:05,62.49,42.80,58
2018-10-09 17:10,63.21,41.92,59
2018-10-09 17:15,63.76,42.12,55
2018-10-09 17:20,61.49,41.26,50
2018-10-09 17:25,60.50,43.87,62
2018-10-09 17:30,62.44,43.70,70
2018-10-09 17:35,63.49,43.74,79
2018-10-09 17:40,60.94,41.01,65
2018-10-09 17:45,61.49,41.02,80
2018-10-09 17:50,60.90,40.21,78
2018-10-09 17:55,61.49,40.90,76
2018-10-09 18:00,64.61,40.01,50
2018-10-09 18:05,62.25,44.07,60
2018-10-09 18:10,60.88,43.19,58
2018-10-09 18:15,62.66,44.98,51
2018-10-09 18:20,63.75,44.14,65
2018-10-09 18:25,62.54,41.64,74
2018-10-09 18:30,61.82,42.00,51
2018-10-09 18:35,60.96,41.74,60
2018-10-09 18:40,61.98,44.53,63
2018-10-09 18:45,62.68,42.01,70
2018-10-09 18:50,63.61,41.74,64
2018-10-09 18:55,61.37,43.70,69
2018-10-09 19:00,62.29,42.20,54
2018-10-09 19:05,63.79,42.76,65
2018-10-09 19:10,60.63,41.63,60
2018-10-09 19:15,60.19,42.88,55
2018-10-09 19:20,61.86,41.87,58
2018-10-09 19:25,63.77,42.77,56
2018-10-09 19:30,64.29,44.65,72
2018-10-09 19:35,60.75,40.20,70
2018-10-09 19:40,63.51,42.74,77
2018-10-09 19:45,64.75,41.12,56
2018-10-09 19:50,63.86,44.53,63
2018-10-09 19:55,60.79,42.25,78
2018-10-09 20:00,64.99,42.60,77
2018-10-09 20:05,61.81,43.03,56
2018-10-09 20:10,64.39,44.18,71
2018-10-09 20:15,62.06,42.46,74
2018-10-09 20:20,61.43,41.25,50
2018-10-09 20:25,61.60,43.61,67
2018-10-09 20:30,62.68,40.37,71
2018-10-09 20:35,62.84,42.06,79
2018-10-09 20:40,63.36,44.10,71
2018-10-09 20:45,61.06,42.79,58
2018-10-09 20:50,62.72,43.02,54
2018-10-09 20:55,64.71,42.26,54
2018-10-09 21:00,61.80,44.65,79
2018-10-09 21:05,63.77,40.30,66
2018-10-09 21:10,60.58,44.23,58
2018-10-09 21:15,60.62,42.82,61
2018-10-09 21:20,64.66,41.53,52
2018-10-09 21:25,63.88,43.35,62
2018-10-09 21:30,61.87,41.53,80
2018-10-09 21:35,64.53,40.55,52
2018-10-09 21:40,64.79,40.86,61
2018-10-09 21:45,61.75,43.45,63
2018-10-09 21:50,64.60,42.04,76
2018-10-09 21:55,63.09,43.55,73
2018-10-09 22:00,61.56,43.94,74
2018-10-09 22:05,62.11,43.22,62
2018-10-09 22:10,62.40,44.73,56
2018-10-09 22:15,63.32,41.94,59
2018-10-09 22:20,64.05,43.43,79
2018-10-09 22:25,60.28,44.77,60
2018-10-09 22:30,60.96,40.94,64
2018-10-09 22:35,64.81,44.55,70
2018-10-09 22:40,60.94,42.27,55
2018-10-09 22:45,64.47,43.51,56
2018-10-09 22:50,62.40,42.17,62
2018-10-09 22:55,63.24,42.63,70
2018-10-09 23:00,61.23,44.11,54
2018-10-09 23:05,60.31,44.06,74
2018-10-09 23:10,60.10,43.12,80
2018-10-09 23:15,60.41,42.29,59
2018-10-09 23:20,62.93,43.96,67
2018-10-09 23:25,60.63,42.12,68
2018-10-09 23:30,60.76,41.17,73
2018-10-09 23:35,63.07,42.59,69
2018-10-09 23:40,64.81,40.96,54
2018-10-09 23:45,61.03,42.58,67
2018-10-09 23:50,61.63,40.19,52
2018-10-09 23:55,62.91,44.76,59
2018-10-10 00:00,60.81,40.93,52
2018-10-10 00:05,60.21,40.50,65
2018-10-10 00:10,64.68,44.51,77
2018-10-10 00:15,61.21,40.78,52
2018-10-10 00:20,61.92,43.44,77
2018-10-10 00:25,61.54,42.22,51
2018-10-10 00:30,61.77,40.38,67
2018-10-10 00:35,62.30,44.66,62
2018-10-10 00:40,64.48,44.80,65
2018-10-10 00:45,60.36,41.30,76
2018-10-10 00:50,61.45,42.05,75
2018-10-10 00:55,63.15,43.01,51
2018-10-10 01:00,64.45,40.39,55
2018-10-10 01:05,61.21,40.19,56
2018-10-10 01:10,63.03,40.90,77
2018-10-10 01:15,63.36,40.14,64
2018-10-10 01:20,61.13,44.82,64
2018-10-10 01:25,63.61,40.11,66
2018-10-10 01:30,63.91,41.63,78
2018-10-10 01:35,62.25,43.75,54
2018-10-10 01:40,60.76,44.35,59
2018-10-10 01:45,62.32,41.97,60
2018-10-10 01:50,61.59,42.86,68
2018-10-10 01:55,63.30,44.27,79
2018-10-10 02:00,63.72,41.18,72
2018-10-10 02:05,60.67,43.55,70
2018-10-10 02:10,62.73,42.65,53
2018-10-10 02:15,60.23,40.06,54
2018-10-10 02:20,64.21,40.36,59
2018-10-10 02:25,63.83,44.98,67
2018-10-10 02:30,64.45,41.47,73
2018-10-10 02:35,63.39,40.83,74
2018-10-10 02:40,63.65,40.84,53
2018-10-10 02:45,64.19,41.23,75
2018-10-10 02:50,61.40,42.34,75
2018-10-10 02:55,63.73,42.78,54
2018-10-10 03:00,62.96,42.08,52
2018-10-10 03:05,61.84,42.04,68
2018-10-10 03:10,64.32,40.66,63
2018-10-10 03:15,63.29,40.64,71
2018-10-10 03:20,61.96,42.91,76
2018-10-10 03:25,63.24,43.64,63
2018-10-10 03:30,63.78,43.14,77
2018-10-10 03:35,62.72,44.18,53
2018-10-10 03:40,63.06,44.67,78
2018-10-10 03:45,62.58,40.21,54
2018-10-10 03:50,62.75,42.80,76
2018-10-10 03:55,62.46,44.43,75
2018-10-10 04:00,60.85,40.80,70
2018-10-10 04:05,60.28,40.92,65
2018-10-10 04:10,61.53,44.25,80
2018-10-10 04:15,62.84,40.92,69
2018-10-10 04:20,60.86,40.08,68
2018-10-10 04:25,62.44,44.84,62
2018-10-10 04:30,60.70,43.05,69
2018-10-10 04:35,62.69,42.62,72
2018-10-10 04:40,64.98,44.45,51
2018-10-10 04:45,60.70,41.27,60
2018-10-10 04:50,64.74,42.77,70
2018-10-10 04:55,60.31,41.97,63
2018-10-10 05:00,62.02,41.96,69
2018-10-10 05:05,60.23,42.13,59
2018-10-10 05:10,61.98,43.30,71
2018-10-10 05:15,64.53,43.02,55
2018-10-10 05:20,64.97,44.76,66
2018-10-10 05:25,62.60,44.32,52
2018-10-10 05:30,63.44,44.16,63
2018-10-10 05:35,61.58,40.20,75
2018-10-10 05:40,60.41,42.03,50
2018-10-10 05:45,63.21,44.15,60
2018-10-10 05:50,61.19,43.96,61
2018-10-10 05:55,63.06,40.68,54
2018-10-10 06:00,63.12,40.69,80
2018-10-10 06:05,60.94,40.32,72
2018-10-10 06:10,63.90,42.13,64
2018-10-10 06:15,62.56,41.11,59
2018-10-10 06:20,64.72,42.18,77
2018-10-10 06:25,61.12,40.40,50
2018-10-10 06:30,62.76,43.48,71
2018-10-10 06:35,62.14,40.83,55
2018-10-10 06:40,62.27,42.25,58
2018-10-10 06:45,61.73,43.56,72
2018-10-10 06:50,62.86,43.08,67
2018-10-10 06:55,64.78,44.68,60
2018-10-10 07:00,64.34,43.41,73
2018-10-10 07:05,64.48,44.90,59
2018-10-10 07:10,61.86,40.08,65
2018-10-10 07:15,62.46,41.19,60
2018-10-10 07:20,63.28,42.90,57
2018-10-10 07:25,63.44,41.32,52
2018-10-10 07:30,60.09,40.46,72
2018-10-10 07:35,60.61,41.29,56
2018-10-10 07:40,60.14,42.02,56
2018-10-10 07:45,63.76,40.49,67
2018-10-10 07:50,60.99,43.00,53
2018-10-10 07:55,61.58,41.29,54
2018-10-10 08:00,63.84,41.71,58
2018-10-10 08:05,62.32,41.65,74
2018-10-10 08:10,62.43,43.23,77
2018-10-10 08:15,64.24,41.43,52
2018-10-10 08:20,64.03,43.83,65
2018-10-10 08:25,63.16,40.06,60
2018-10-10 08:30,62.29,42.93,53
2018-10-10 08:35,62.13,42.87,66
2018-10-10 08:40,64.27,44.78,76
2018-10-10 08:45,60.55,43.82,63
2018-10-10 08:50,63.80,43.14,63
2018-10-10 08:55,61.26,42.90,80
2018-10-10 09:00,64.82,43.48,69
2018-10-10 09:05,62.40,41.10,61
2018-10-10 09:10,62.36,41.90,78
2018-10-10 09:15,61.96,40.68,65
2018-10-10 09:20,60.01,43.04,63
2018-10-10 09:25,64.00,40.53,61
2018-10-10 09:30,63.59,42.92,69
2018-10-10 09:35,62.70,40.85,62
2018-10-10 09:40,62.49,40.84,64
